InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
532642,22946,WOODEN ADVENT CALENDAR CREAM,1,2010-11-12 17:00:00,34.0,,United Kingdom
534201,21169,YOU'RE CONFUSING ME METAL SIGN ,6,2010-11-21 15:24:00,1.69,13550.0,United Kingdom
538069,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,2,2010-12-09 14:08:00,1.65,16795.0,United Kingdom
539492,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2010-12-20 10:14:00,3.36,,United Kingdom
530799,20759,CHRYSANTHEMUM POCKET BOOK ,240,2010-11-04 12:31:00,0.64,12497.0,Germany
531262,21213,PACK OF 72 SKULL CAKE CASES,4,2010-11-07 11:45:00,0.55,17068.0,United Kingdom
528581,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2010-10-22 13:27:00,9.95,18055.0,United Kingdom
538707,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2010-12-14 10:38:00,0.85,17894.0,United Kingdom
527344,84598,BOYS ALPHABET IRON ON PATCHES,1,2010-10-15 15:38:00,0.21,13069.0,United Kingdom
533572,20675,BLUE POLKADOT BOWL,8,2010-11-18 10:44:00,1.25,15810.0,United Kingdom
525753,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,2010-10-07 10:19:00,1.28,,United Kingdom
535419,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,8,2010-11-26 11:48:00,3.75,12668.0,Germany
530067,21481,FAWN BLUE HOT WATER BOTTLE,2,2010-11-01 11:53:00,2.95,16960.0,United Kingdom
529518,20679,EDWARDIAN PARASOL RED,4,2010-10-28 15:29:00,5.95,17853.0,United Kingdom
535282,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2010-11-25 14:17:00,3.39,14099.0,United Kingdom
532964,22413,METAL SIGN TAKE IT OR LEAVE IT ,2,2010-11-15 12:43:00,2.95,15493.0,United Kingdom
532063,21098,CHRISTMAS TOILET ROLL,7,2010-11-10 14:48:00,2.51,,United Kingdom
530165,22467,GUMBALL COAT RACK,6,2010-11-02 08:49:00,2.55,16612.0,United Kingdom
530071,22580,ADVENT CALENDAR GINGHAM SACK,2,2010-11-01 12:08:00,5.95,15039.0,United Kingdom
525299,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2010-10-05 09:38:00,2.95,18188.0,United Kingdom
537781,22570,FELTCRAFT CUSHION RABBIT,1,2010-12-08 12:46:00,3.75,17341.0,United Kingdom
529325,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2010-10-27 14:10:00,4.21,,United Kingdom
533973,47566,PARTY BUNTING,4,2010-11-19 13:21:00,4.65,15421.0,United Kingdom
532578,20996,JAZZ HEARTS ADDRESS BOOK,8,2010-11-12 14:13:00,0.42,17984.0,United Kingdom
531440,85059,FRENCH ENAMEL WATER BASIN,1,2010-11-08 12:28:00,3.75,16470.0,United Kingdom
526392,20713,JUMBO BAG OWLS,10,2010-10-11 13:19:00,1.95,17675.0,United Kingdom
531452,22153,ANGEL DECORATION STARS ON DRESS,48,2010-11-08 13:05:00,0.42,14530.0,United Kingdom
532979,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2010-11-15 13:39:00,9.95,17346.0,United Kingdom
537400,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,2010-12-06 14:36:00,0.85,17191.0,United Kingdom
536363,22837,HOT WATER BOTTLE BABUSHKA ,36,2010-11-30 19:27:00,4.25,13093.0,United Kingdom
533996,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-11-19 14:14:00,3.75,17865.0,United Kingdom
538193,48116,DOORMAT MULTICOLOUR STRIPE,10,2010-12-10 10:51:00,6.75,15061.0,United Kingdom
536989,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-03 15:10:00,3.75,17238.0,United Kingdom
532635,84050,PINK HEART SHAPE EGG FRYING PAN,72,2010-11-12 15:40:00,1.25,15856.0,United Kingdom
525430,84836,ZINC METAL HEART DECORATION,36,2010-10-05 13:12:00,1.25,14663.0,United Kingdom
527407,22620,4 TRADITIONAL SPINNING TOPS,1,2010-10-17 14:44:00,1.25,17141.0,United Kingdom
531043,85099F,JUMBO BAG STRAWBERRY,1,2010-11-05 12:00:00,1.95,13646.0,United Kingdom
528951,82580,BATHROOM METAL SIGN,12,2010-10-25 16:43:00,0.73,17450.0,United Kingdom
537829,22358,KINGS CHOICE TEA CADDY ,6,2010-12-08 14:46:00,2.95,15498.0,United Kingdom
531247,22698,PINK REGENCY TEACUP AND SAUCER,10,2010-11-07 10:57:00,2.95,16923.0,United Kingdom
525747,22944,CHRISTMAS METAL POSTCARD WITH BELLS,12,2010-10-07 09:28:00,1.25,13382.0,United Kingdom
527351,40001,WHITE BAMBOO RIBS LAMPSHADE,2,2010-10-15 16:19:00,0.85,,United Kingdom
536500,22616,PACK OF 12 LONDON TISSUES ,12,2010-12-01 12:35:00,0.29,17377.0,United Kingdom
534656,22632,HAND WARMER RED RETROSPOT,3,2010-11-23 13:36:00,2.1,13869.0,United Kingdom
532826,22818,CARD CHRISTMAS VILLAGE,1,2010-11-15 09:32:00,0.85,,United Kingdom
539451,90201B,BLACK ENAMEL FLOWER RING,1,2010-12-17 16:59:00,2.96,,United Kingdom
532158,21243,PINK  POLKADOT PLATE ,2,2010-11-11 12:18:00,1.69,16395.0,United Kingdom
534687,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2010-11-23 15:07:00,0.29,13077.0,United Kingdom
536633,22301,COFFEE MUG CAT + BIRD DESIGN,1,2010-12-02 11:20:00,2.55,14901.0,United Kingdom
536409,21676,FLOWERS  STICKERS,6,2010-12-01 11:45:00,0.85,17908.0,United Kingdom
527409,22728,ALARM CLOCK BAKELIKE PINK,1,2010-10-17 14:54:00,3.75,17141.0,United Kingdom
533691,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2010-11-18 13:18:00,1.25,17355.0,United Kingdom
537789,22777,GLASS CLOCHE LARGE,4,2010-12-08 12:49:00,8.5,14051.0,United Kingdom
529228,22784,LANTERN CREAM GAZEBO ,2,2010-10-27 11:29:00,4.95,14530.0,United Kingdom
530915,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2010-11-04 16:10:00,12.75,13660.0,United Kingdom
525867,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,12,2010-10-07 13:28:00,0.85,14963.0,United Kingdom
538900,82582,AREA PATROLLED METAL SIGN,12,2010-12-15 09:51:00,2.1,13078.0,United Kingdom
534681,21158,MOODY GIRL DOOR HANGER ,3,2010-11-23 14:50:00,1.45,13451.0,United Kingdom
524937,22200,FRYING PAN PINK POLKADOT,4,2010-10-01 11:59:00,4.25,15261.0,United Kingdom
536592,22601,CHRISTMAS RETROSPOT ANGEL WOOD,3,2010-12-01 17:06:00,1.66,,United Kingdom
537054,22733,3D TRADITIONAL CHRISTMAS STICKERS,1,2010-12-05 11:40:00,1.25,16931.0,United Kingdom
538364,22457,NATURAL SLATE HEART CHALKBOARD ,2,2010-12-10 17:26:00,2.95,14448.0,United Kingdom
539316,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-12-16 18:38:00,2.95,17848.0,United Kingdom
539725,21818,GLITTER CHRISTMAS HEART ,12,2010-12-21 13:58:00,0.85,17211.0,United Kingdom
539595,84659A,WHITE TRAVEL ALARM CLOCK,1,2010-12-20 13:43:00,2.51,,United Kingdom
538071,21906,PHARMACIE FIRST AID TIN,1,2010-12-09 14:09:00,13.57,,United Kingdom
529363,21832,CHOCOLATE CALCULATOR,1,2010-10-28 09:57:00,3.36,,United Kingdom
533145,22631,CIRCUS PARADE LUNCH BOX ,1,2010-11-16 13:35:00,3.36,,United Kingdom
534517,22383,LUNCH BAG SUKI  DESIGN ,6,2010-11-23 12:01:00,1.65,16229.0,United Kingdom
526399,22095,LADS ONLY TISSUE BOX,2,2010-10-11 13:35:00,1.25,15439.0,United Kingdom
537830,20727,LUNCH BAG  BLACK SKULL.,1,2010-12-08 14:46:00,1.65,13649.0,United Kingdom
532616,21411,GINGHAM HEART  DOORSTOP RED,1,2010-11-12 15:22:00,8.47,,United Kingdom
537126,22501,PICNIC BASKET WICKER LARGE,2,2010-12-05 12:13:00,9.95,18118.0,United Kingdom
532169,22575,METAL MERRY CHRISTMAS WREATH,8,2010-11-11 12:20:00,1.95,13614.0,United Kingdom
527520,22545,MINI JIGSAW BUNNIES,1,2010-10-18 13:18:00,0.85,,United Kingdom
539320,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,96,2010-12-16 19:16:00,0.19,14911.0,EIRE
531922,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2010-11-10 12:09:00,3.75,17974.0,United Kingdom
536241,22419,LIPSTICK PEN RED,100,2010-11-30 14:35:00,0.36,12471.0,Germany
532113,20978,36 PENCILS TUBE SKULLS,1,2010-11-10 16:56:00,1.25,16662.0,United Kingdom
537895,21843,RED RETROSPOT CAKE STAND,24,2010-12-09 10:30:00,9.95,14299.0,United Kingdom
534175,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2010-11-21 13:36:00,2.1,17322.0,United Kingdom
532551,35400,WOODEN BOX ADVENT CALENDAR ,2,2010-11-12 12:26:00,8.95,14194.0,United Kingdom
534054,85049B,LUSH GREENS RIBBONS,1,2010-11-21 10:38:00,1.25,16746.0,United Kingdom
538597,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-13 12:26:00,2.95,15555.0,United Kingdom
531827,21755,LOVE BUILDING BLOCK WORD,18,2010-11-09 18:03:00,5.45,13599.0,United Kingdom
537351,21383,PACK OF 12 STICKY BUNNIES,2,2010-12-06 12:23:00,0.65,16898.0,United Kingdom
527728,21621,VINTAGE UNION JACK BUNTING,1,2010-10-18 15:44:00,16.98,,United Kingdom
529315,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-10-27 13:29:00,1.25,14911.0,EIRE
534378,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2010-11-22 12:33:00,6.35,14461.0,United Kingdom
537852,85169A,IVORY LOVE BIRD CANDLE,12,2010-12-08 15:56:00,1.25,17340.0,United Kingdom
533503,22296,HEART IVORY TRELLIS LARGE,12,2010-11-17 13:50:00,1.65,17449.0,United Kingdom
538177,21481,FAWN BLUE HOT WATER BOTTLE,2,2010-12-10 09:51:00,5.91,,United Kingdom
539958,21494,ROTATING LEAVES T-LIGHT HOLDER,18,2010-12-23 13:26:00,1.66,,United Kingdom
528869,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-10-25 11:43:00,3.75,17236.0,United Kingdom
536876,22906,12 MESSAGE CARDS WITH ENVELOPES,4,2010-12-03 11:36:00,3.36,,United Kingdom
537642,20752,BLUE POLKADOT WASHING UP GLOVES,1,2010-12-07 15:33:00,4.21,,United Kingdom
531971,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2010-11-10 12:24:00,1.25,13464.0,United Kingdom
534160,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2010-11-21 12:55:00,2.55,12858.0,United Kingdom
537237,21014,SWISS CHALET TREE DECORATION ,7,2010-12-06 09:58:00,1.28,,United Kingdom
524868,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-10-01 09:36:00,2.95,16306.0,United Kingdom
532051,22380,TOY TIDY SPACEBOY  ,5,2010-11-10 14:16:00,2.1,14911.0,EIRE
531690,21556,CERAMIC STRAWBERRY MONEY BOX,3,2010-11-09 11:49:00,5.91,,United Kingdom
529814,47559B,TEA TIME OVEN GLOVE,10,2010-10-31 11:11:00,1.25,15281.0,United Kingdom
534501,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2,2010-11-23 11:26:00,4.25,18055.0,United Kingdom
537823,22620,4 TRADITIONAL SPINNING TOPS,1,2010-12-08 14:25:00,2.51,,United Kingdom
536637,22654,DELUXE SEWING KIT ,1,2010-12-02 11:35:00,5.95,18041.0,United Kingdom
537666,22573,STAR WOODEN CHRISTMAS DECORATION,4,2010-12-07 18:36:00,1.66,,United Kingdom
532419,22544,MINI JIGSAW SPACEBOY,1,2010-11-12 09:18:00,0.85,,United Kingdom
535349,22984,CARD GINGHAM ROSE ,12,2010-11-25 16:52:00,0.42,18245.0,United Kingdom
534752,22028,PENNY FARTHING BIRTHDAY CARD,1,2010-11-24 09:55:00,0.85,,United Kingdom
534754,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2010-11-24 10:02:00,1.66,,United Kingdom
538155,85055,FRENCH ENAMEL UTENSIL HOLDER,1,2010-12-09 16:52:00,3.75,16907.0,United Kingdom
529847,22491,PACK OF 12 COLOURED PENCILS,3,2010-10-31 13:23:00,0.85,13050.0,United Kingdom
536408,22813,PACK 3 BOXES BIRD PANNETONE ,12,2010-12-01 11:41:00,1.95,14307.0,United Kingdom
535475,22185,SLATE TILE NATURAL HANGING,3,2010-11-26 14:09:00,1.65,17817.0,United Kingdom
539570,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2010-12-20 12:05:00,1.95,15078.0,United Kingdom
528744,20864,DENIM PATCH PENCIL CASE BUTTERFLY,4,2010-10-24 14:21:00,2.1,18110.0,United Kingdom
537772,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-12-08 12:35:00,4.25,18043.0,United Kingdom
526756,21846,PINK DIAMANTE PEN IN GIFT BOX,3,2010-10-13 10:29:00,4.95,12424.0,Australia
531506,21498,RED RETROSPOT WRAP ,25,2010-11-08 15:34:00,0.42,12472.0,Germany
536544,22384,LUNCH BAG PINK POLKADOT,2,2010-12-01 14:32:00,4.21,,United Kingdom
537825,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2010-12-08 14:36:00,1.45,15005.0,United Kingdom
537237,22893,MINI CAKE STAND T-LIGHT HOLDER,3,2010-12-06 09:58:00,0.85,,United Kingdom
536984,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2010-12-03 14:35:00,2.55,17841.0,United Kingdom
532666,21754,HOME BUILDING BLOCK WORD,1,2010-11-14 11:39:00,5.95,15356.0,United Kingdom
527021,22383,LUNCH BAG SUKI  DESIGN ,100,2010-10-14 11:52:00,1.45,14680.0,United Kingdom
530383,22027,TEA PARTY BIRTHDAY CARD,12,2010-11-02 17:02:00,0.42,12412.0,Denmark
538078,85066,CREAM SWEETHEART MINI CHEST,2,2010-12-09 14:25:00,12.75,16255.0,United Kingdom
532139,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2010-11-11 11:18:00,5.91,,United Kingdom
530092,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-11-01 13:46:00,4.95,15253.0,United Kingdom
529509,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-10-28 14:39:00,2.95,13126.0,United Kingdom
528160,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-10-21 08:52:00,1.65,16043.0,United Kingdom
525309,22303,COFFEE MUG APPLES DESIGN,6,2010-10-05 10:31:00,2.55,18145.0,United Kingdom
525882,22713,CARD I LOVE LONDON ,1,2010-10-07 14:28:00,0.85,,United Kingdom
530657,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3,2010-11-04 10:13:00,2.95,12933.0,United Kingdom
535571,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,2010-11-26 15:36:00,3.25,16904.0,United Kingdom
536805,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2010-12-02 16:38:00,1.49,14775.0,United Kingdom
526417,21833,CAMOUFLAGE LED TORCH,12,2010-10-11 14:32:00,1.69,15111.0,United Kingdom
535182,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,14,2010-11-25 11:58:00,2.95,14450.0,United Kingdom
534221,20723,STRAWBERRY CHARLOTTE BAG,1,2010-11-21 16:15:00,0.85,16049.0,United Kingdom
537219,21899,"KEY FOB , GARAGE DESIGN",1,2010-12-05 15:47:00,0.65,14081.0,United Kingdom
537773,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-08 12:36:00,2.95,16016.0,United Kingdom
529329,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2,2010-10-27 14:34:00,0.42,14159.0,United Kingdom
539292,22222,CAKE PLATE LOVEBIRD WHITE,3,2010-12-16 16:42:00,4.95,16539.0,United Kingdom
538566,22834,HAND WARMER BABUSHKA DESIGN,2,2010-12-13 11:21:00,4.21,,United Kingdom
533592,21207,SKULL AND CROSSBONES  GARLAND ,2,2010-11-18 12:08:00,1.65,14446.0,United Kingdom
536000,22202,MILK PAN PINK POLKADOT,1,2010-11-29 14:13:00,3.75,14606.0,United Kingdom
533996,21905,MORE BUTTER METAL SIGN ,12,2010-11-19 14:14:00,2.1,17865.0,United Kingdom
530652,22196,SMALL HEART MEASURING SPOONS,3,2010-11-04 09:38:00,1.66,,United Kingdom
528166,21781,MA CAMPAGNE CUTLERY BOX,1,2010-10-21 09:48:00,14.95,12586.0,Italy
537666,21794,CLASSIC FRENCH STYLE BASKET NATURAL,1,2010-12-07 18:36:00,13.57,,United Kingdom
538370,22312,OFFICE MUG WARMER POLKADOT,2,2010-12-12 11:06:00,2.95,16923.0,United Kingdom
524987,48185,DOORMAT FAIRY CAKE,3,2010-10-01 15:51:00,7.95,14709.0,United Kingdom
527296,22320,BIRDS MOBILE VINTAGE DESIGN,3,2010-10-15 14:11:00,5.95,12712.0,Germany
534407,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,2010-11-22 14:27:00,2.95,16011.0,United Kingdom
529994,22154,ANGEL DECORATION 3 BUTTONS ,8,2010-10-31 16:26:00,0.42,16984.0,United Kingdom
528912,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2010-10-25 13:40:00,0.85,16241.0,United Kingdom
538566,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2010-12-13 11:21:00,5.91,,United Kingdom
536569,22767,TRIPLE PHOTO FRAME CORNICE ,1,2010-12-01 15:35:00,9.95,16274.0,United Kingdom
535342,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-11-25 16:32:00,4.95,14627.0,United Kingdom
525949,85014A,BLACK/BLUE POLKADOT UMBRELLA,6,2010-10-07 18:27:00,5.95,15498.0,United Kingdom
537396,22415,WHITE TISSUE REAM,1,2010-12-06 14:08:00,7.95,17223.0,United Kingdom
530810,20724,RED RETROSPOT CHARLOTTE BAG,20,2010-11-04 13:03:00,0.85,16327.0,United Kingdom
527474,85114C,RED ENCHANTED FOREST PLACEMAT,16,2010-10-18 11:25:00,1.65,17220.0,United Kingdom
535241,85049C,ROMANTIC PINKS RIBBONS ,1,2010-11-25 12:34:00,1.25,16515.0,United Kingdom
527908,22536,MAGIC DRAWING SLATE PURDEY,5,2010-10-19 12:48:00,0.42,13975.0,United Kingdom
535344,21804,WHITE CHRISTMAS GARLAND STARS TREES,6,2010-11-25 16:36:00,3.75,15266.0,United Kingdom
538002,21630,FLOOR CUSHION ELEPHANT CARNIVAL,2,2010-12-09 11:48:00,8.95,14932.0,Channel Islands
536876,22132,RED LOVE HEART SHAPE CUP,1,2010-12-03 11:36:00,1.66,,United Kingdom
537422,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-12-06 15:27:00,9.95,17812.0,United Kingdom
536415,22736,RIBBON REEL MAKING SNOWMEN ,3,2010-12-01 11:57:00,1.65,12838.0,United Kingdom
532306,20713,JUMBO BAG OWLS,3,2010-11-11 14:29:00,1.95,12637.0,France
534756,22366,DOORMAT AIRMAIL ,1,2010-11-24 10:03:00,14.43,,United Kingdom
536847,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03 09:31:00,1.25,17135.0,United Kingdom
539313,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,9,2010-12-16 18:18:00,4.95,14220.0,United Kingdom
536185,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-11-30 12:29:00,2.95,17889.0,United Kingdom
534455,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2010-11-22 17:33:00,0.55,13546.0,United Kingdom
537237,20754,RETROSPOT RED WASHING UP GLOVES,1,2010-12-06 09:58:00,4.21,,United Kingdom
534820,84559A,3D SHEET OF DOG STICKERS,2,2010-11-24 12:53:00,0.85,14988.0,United Kingdom
528581,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2010-10-22 13:27:00,0.85,18055.0,United Kingdom
539738,22625,RED KITCHEN SCALES,2,2010-12-21 15:19:00,16.98,,United Kingdom
535531,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-11-26 15:16:00,0.95,17841.0,United Kingdom
534865,22543,MINI JIGSAW BAKE A CAKE ,1,2010-11-24 14:14:00,0.42,15356.0,United Kingdom
531003,22911,PAPER CHAIN KIT LONDON,1,2010-11-05 11:34:00,2.95,15584.0,United Kingdom
530793,22077,6 RIBBONS RUSTIC CHARM,1,2010-11-04 12:18:00,1.65,15910.0,United Kingdom
537346,21351,CINAMMON & ORANGE WREATH,4,2010-12-06 12:21:00,6.75,15301.0,United Kingdom
531421,22513,DOORSTOP FOOTBALL DESIGN,1,2010-11-08 10:44:00,3.75,15039.0,United Kingdom
536601,22632,HAND WARMER RED POLKA DOT,6,2010-12-02 08:33:00,1.85,17850.0,United Kingdom
535807,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,1,2010-11-28 15:09:00,1.25,18003.0,United Kingdom
537160,22694,WICKER STAR ,3,2010-12-05 13:18:00,2.1,14161.0,United Kingdom
530509,90214V,"LETTER ""V"" BLING KEY RING",2,2010-11-03 12:07:00,1.25,16779.0,United Kingdom
531382,22157,ANGEL DECORATION WITH LACE PADDED,5,2010-11-07 16:29:00,0.85,16549.0,United Kingdom
534719,21481,FAWN BLUE HOT WATER BOTTLE,36,2010-11-23 17:51:00,2.55,14154.0,United Kingdom
526629,35400,WOODEN BOX ADVENT CALENDAR ,2,2010-10-12 12:59:00,8.95,14527.0,United Kingdom
539075,21154,RED RETROSPOT OVEN GLOVE ,4,2010-12-15 17:28:00,1.25,17189.0,United Kingdom
531564,85067,CREAM SWEETHEART WALL CABINET,1,2010-11-09 10:21:00,18.95,17476.0,United Kingdom
530372,22940,FELTCRAFT CHRISTMAS FAIRY,2,2010-11-02 16:20:00,4.25,17276.0,United Kingdom
531359,79067,CORONA MEXICAN TRAY,1,2010-11-07 14:17:00,3.75,13276.0,United Kingdom
532671,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,9,2010-11-14 11:50:00,2.95,16923.0,United Kingdom
532351,72815,3 WICK CHRISTMAS BRIAR CANDLE ,1,2010-11-11 16:29:00,3.75,14379.0,United Kingdom
537128,72741,GRAND CHOCOLATECANDLE,9,2010-12-05 12:15:00,1.45,12841.0,United Kingdom
526664,84692,BOX OF 24 COCKTAIL PARASOLS,25,2010-10-12 15:20:00,0.42,13078.0,United Kingdom
527971,22946,WOODEN ADVENT CALENDAR CREAM,2,2010-10-20 10:09:00,16.95,13373.0,United Kingdom
528330,22637,PIGGY BANK RETROSPOT ,6,2010-10-21 13:27:00,2.55,13836.0,United Kingdom
530311,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2010-11-02 13:27:00,1.25,16374.0,United Kingdom
533577,21875,KINGS CHOICE MUG,6,2010-11-18 11:08:00,1.25,17377.0,United Kingdom
538524,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,10,2010-12-13 09:35:00,2.51,,United Kingdom
528367,20973,12 PENCIL SMALL TUBE WOODLAND,3,2010-10-21 16:29:00,0.65,13077.0,United Kingdom
538868,22975,SPACEBOY CHILDRENS EGG CUP,24,2010-12-14 14:42:00,1.25,17017.0,United Kingdom
529847,22121,NOEL WOODEN BLOCK LETTERS ,2,2010-10-31 13:23:00,5.95,13050.0,United Kingdom
526220,20713,JUMBO BAG OWLS,1,2010-10-10 14:38:00,1.95,13137.0,United Kingdom
534234,22158,3 HEARTS HANGING DECORATION RUSTIC,4,2010-11-22 10:22:00,2.95,16905.0,United Kingdom
534168,20725,LUNCH BAG RED RETROSPOT,5,2010-11-21 13:23:00,1.65,16367.0,United Kingdom
532626,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2010-11-12 15:33:00,1.49,12779.0,Poland
537154,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,4,2010-12-05 13:05:00,2.55,15808.0,United Kingdom
535381,22812,PACK 3 BOXES CHRISTMAS PANNETONE,6,2010-11-25 19:16:00,1.95,14713.0,United Kingdom
534289,22090,PAPER BUNTING RETROSPOT,1,2010-11-22 11:25:00,5.91,,United Kingdom
526204,22273,FELTCRAFT DOLL MOLLY,4,2010-10-10 13:23:00,2.95,14040.0,United Kingdom
529746,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2010-10-29 14:18:00,2.13,,United Kingdom
534368,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2010-11-22 11:59:00,7.95,12841.0,United Kingdom
533750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-11-18 14:17:00,2.95,15571.0,United Kingdom
538003,22752,SET 7 BABUSHKA NESTING BOXES,24,2010-12-09 12:05:00,7.65,12429.0,Denmark
538566,22308,TEA COSY BLUE STRIPE,2,2010-12-13 11:21:00,5.06,,United Kingdom
525221,22729,ALARM CLOCK BAKELIKE ORANGE,1,2010-10-04 12:51:00,7.62,,United Kingdom
537773,22960,JAM MAKING SET WITH JARS,6,2010-12-08 12:36:00,4.25,16016.0,United Kingdom
533533,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-11-17 15:24:00,0.65,18172.0,United Kingdom
535655,22729,ALARM CLOCK BAKELIKE ORANGE,1,2010-11-28 11:14:00,3.75,15059.0,United Kingdom
524999,21899,"KEY FOB , GARAGE DESIGN",1,2010-10-01 17:34:00,1.66,,United Kingdom
532985,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2010-11-15 13:56:00,1.25,12733.0,USA
531865,22695,WICKER WREATH SMALL,1,2010-11-10 11:25:00,1.45,14585.0,United Kingdom
533755,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2010-11-18 14:25:00,0.85,15571.0,United Kingdom
534319,82482,WOODEN PICTURE FRAME WHITE FINISH,14,2010-11-22 11:37:00,2.55,,United Kingdom
537050,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2010-12-05 11:10:00,3.75,14800.0,United Kingdom
539955,22652,TRAVEL SEWING KIT,1,2010-12-23 12:13:00,4.21,,United Kingdom
539492,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-12-20 10:14:00,4.21,,United Kingdom
537218,85015,SET OF 12  VINTAGE POSTCARD SET,6,2010-12-05 15:46:00,2.55,12763.0,Japan
536592,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2010-12-01 17:06:00,5.06,,United Kingdom
530018,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2010-11-01 10:51:00,1.25,17612.0,United Kingdom
535835,22336,DOVE DECORATION PAINTED ZINC ,2,2010-11-29 09:46:00,1.28,,United Kingdom
530000,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-11-01 09:13:00,16.98,,United Kingdom
531371,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,2010-11-07 15:31:00,0.55,12867.0,United Kingdom
534679,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-11-23 14:42:00,4.65,14755.0,United Kingdom
535821,22348,TEA BAG PLATE RED RETROSPOT,12,2010-11-28 15:52:00,0.85,17707.0,United Kingdom
525448,22505,MEMO BOARD COTTAGE DESIGN,1,2010-10-05 14:05:00,4.95,16938.0,United Kingdom
533740,22784,LANTERN CREAM GAZEBO ,1,2010-11-18 14:07:00,11.02,,United Kingdom
532673,21889,WOODEN BOX OF DOMINOES,1,2010-11-14 11:51:00,1.25,15038.0,United Kingdom
